"File","Offset","Pointers","Japanese","English","width","height","lineheight",,"English"
"RoboDesc.opb","0x38d2","0x1 0x884","　巨大な/c5ハンマー/c3
を武器とする人形。
　ミキサー車から
人型へと変形する。
　ハンマーの威力
は絶大で、一撃で
大きなダメージを
与えることができ
る。中型ロケット
弾/c5パンツァーショ
ット/c3を搭載。","　巨大な/c5ハンマー/c3
を武器とする人形。
　ミキサー車から
人型へと変形する。
　ハンマーの威力
は絶大で、一撃で
大きなダメージを
与えることができ
る。中型ロケット
弾/c5パンツァーショ
ット/c3を搭載。",114,176,16,,"　巨大な/c5ハンマー/c3
を武器とする人形。
　ミキサー車から
人型へと変形する。
　ハンマーの威力
は絶大で、一撃で
大きなダメージを
与えることができ
る。中型ロケット
弾/c5パンツァーショ
ット/c3を搭載。"
"RoboDesc.opb","0x39a3","0x1 0x888","/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。","/c5Car/c3: Control speed with the right lever, and steer with the wheel.
/c5Human Form/c3:
  Right lever: Swings the hammer.
  Spinner: Thrusts the hammer.
  Button: Panzer Shot.",114,176,16,,"/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。"
"RoboDesc.opb","0x3a6c","0x1 0x8a0","人形重機ルクサー改","Industrial Puppet Nu-Luxer",-1,-1,16,,"New Heavy Machinery Puppet Luxer"
"RoboDesc.opb","0x3a7f","0x1 0x8a4","人形重機ルクサー改","|Industrial Puppet Nu-Luxer",124,16,16,,"New Heavy Machinery Puppet Luxer"
"RoboDesc.opb","0x3a92","0x1 0x8b0","　ルクサーの強化
型。ハンマーの破
壊力が増し、さら
に強力な人形とな
った。","　ルクサーの強化
型。ハンマーの破
壊力が増し、さら
に強力な人形とな
った。",114,176,16,,"　ルクサーの強化
型。ハンマーの破
壊力が増し、さら
に強力な人形とな
った。"
"RoboDesc.opb","0x3ae1","0x1 0x8b4","/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。","/c5Car/c3: Control speed with the right lever, and steer with the wheel.
/c5Human Form/c3:
  Right lever: Swings the hammer.
  Spinner: Thrusts the hammer.
  Button: Panzer Shot.",114,176,16,,"/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。"
"RoboDesc.opb","0x3baa","0x1 0x8cc","人形重機ルクソーン","Industrial Puppet Luxoun",-1,-1,16,,"Heavy Machinery Puppet Luxoun"
"RoboDesc.opb","0x3bbd","0x1 0x8d0","人形重機ルクソーン","|Industrial Puppet Luxoun",124,16,16,,"Heavy Machinery Puppet Luxoun"
"RoboDesc.opb","0x3bd0","0x1 0x8dc","　ルクサーの最終
形。ハンマーの威
力が極限まで高ま
り、恐ろしい破壊
力を持つようにな
った。","　ルクサーの最終
形。ハンマーの威
力が極限まで高ま
り、恐ろしい破壊
力を持つようにな
った。",114,176,16,,"　ルクサーの最終
形。ハンマーの威
力が極限まで高ま
り、恐ろしい破壊
力を持つようにな
った。"
"RoboDesc.opb","0x3c31","0x1 0x8e0","/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。","/c5Car/c3: Control speed with the right lever, and steer with the wheel.
/c5Human Form/c3:
  Right lever: Swings the hammer.
  Spinner: Thrusts the hammer.
  Button: Panzer Shot.",114,176,16,,"/c5車/c3：コクピット右
のアクセルレバー
で加速／減速。ハ
ンドルで方向転換。
/c5人型/c3：コクピット
右側のレバーでハ
ンマーを振る。回
転レバーを回すと
十連突き。ボタン
でパンツァーショ
ット。"
"RoboDesc.opb","0x3cfa","0x1 0x8f8","ガンマン人形ボルトン","Gunman Puppet Bolton",-1,-1,16,,"Gunman Puppet Bolton"
"RoboDesc.opb","0x3d0f","0x1 0x8fc","ガンマン人形ボルトン","|Gunman Puppet Bolton",124,16,16,,"Gunman Puppet Bolton"
"RoboDesc.opb","0x3d24","0x1 0x908","　/c5拳銃/c3を武器とす
るガンマン人形。
/c5※銃は弓より高い
破壊力を持つ。/c3
　拳銃は構造が単
純なリボルバー式
のため、整備が容
易におこなえるの
も特徴。/c5超兵器・
神鉄弾/c3を搭載。","　/c5拳銃/c3を武器とす
るガンマン人形。
/c5※銃は弓より高い
破壊力を持つ。/c3
　拳銃は構造が単
純なリボルバー式
のため、整備が容
易におこなえるの
も特徴。/c5超兵器・
神鉄弾/c3を搭載。",114,176,16,,"　/c5拳銃/c3を武器とす
るガンマン人形。
/c5※銃は弓より高い
破壊力を持つ。/c3
　拳銃は構造が単
純なリボルバー式
のため、整備が容
易におこなえるの
も特徴。/c5超兵器・
神鉄弾/c3を搭載。"
"RoboDesc.opb","0x3de5","0x1 0x90c","　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。","  Place a bullet in the cylinder, pull the hammer to the left, and pull the trigger to fire.
  Under the upper-right lid is a stock of special bullets. Open it to access the Godiron Bullet inside.",114,176,16,,"　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。"
"RoboDesc.opb","0x3e9c","0x1 0x924","ガンマン人形ボルヴァ","Gunman Puppet Bolva",-1,-1,16,,"Gunman Puppet Bolva"
"RoboDesc.opb","0x3eb1","0x1 0x928","ガンマン人形ボルヴァ","|Gunman Puppet Bolva",124,16,16,,"Gunman Puppet Bolva"
"RoboDesc.opb","0x3ec6","0x1 0x934","　ガンマン人形の
改良型。基本性能
が向上しただけで
なく、超兵器・神
鉄弾の搭載数が倍
増している。","　ガンマン人形の
改良型。基本性能
が向上しただけで
なく、超兵器・神
鉄弾の搭載数が倍
増している。",114,176,16,,"　ガンマン人形の
改良型。基本性能
が向上しただけで
なく、超兵器・神
鉄弾の搭載数が倍
増している。"
"RoboDesc.opb","0x3f2d","0x1 0x938","　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。","  Place a bullet in the cylinder, pull the hammer to the left, and pull the trigger to fire.
  Under the upper-right lid is a stock of special bullets. Open it to access the Godiron Bullet inside.",114,176,16,,"　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。"
"RoboDesc.opb","0x3fe4","0x1 0x950","ガンマン人形ボルザー","Gunman Puppet Bolzer",-1,-1,16,,"Gunman Puppet Bolzer"
"RoboDesc.opb","0x3ff9","0x1 0x954","ガンマン人形ボルザー","|Gunman Puppet Bolzer",124,16,16,,"Gunman Puppet Bolzer"
"RoboDesc.opb","0x400e","0x1 0x960","　ガンマン人形の
最終形。攻撃力が
大きく増加しただ
けでなく、超兵器
神鉄弾の爆破範囲
が広がっている。","　ガンマン人形の
最終形。攻撃力が
大きく増加しただ
けでなく、超兵器
神鉄弾の爆破範囲
が広がっている。",114,176,16,,"　ガンマン人形の
最終形。攻撃力が
大きく増加しただ
けでなく、超兵器
神鉄弾の爆破範囲
が広がっている。"
"RoboDesc.opb","0x4079","0x1 0x964","　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。","  Place a bullet in the cylinder, pull the hammer to the left, and pull the trigger to fire.
  Under the upper-right lid is a stock of special bullets. Open it to access the Godiron Bullet inside.",114,176,16,,"　弾丸をシリンダ
ーに詰め、ゲキテ
ツを左に引き、引
き金を引くと発射。
　右上にはフタの
ついた特殊弾丸ス
トックがある。指
でフタをあけて、
中の神鉄弾を取り
出すことができる。"
"RoboDesc.opb","0x4130","0x1 0x97c","長槍人形ハーキン","Pike Puppet Halkin",-1,-1,16,,"Pike Puppet Harkin"
"RoboDesc.opb","0x4141","0x1 0x980","長槍人形ハーキン","|Pike Puppet Halkin",124,16,16,,"Pike Puppet Harkin"
"RoboDesc.opb","0x4152","0x1 0x98c","　孤高の侍“十文
字禅岳”の協力に
よって完成した輪
工房最強の人形。
/c5長槍/c3を武器とし、
接近戦では圧倒的
な強さを誇る。ボ
ディーは軽量で、
動きも速い。","　孤高の侍“十文
字禅岳”の協力に
よって完成した輪
工房最強の人形。
/c5長槍/c3を武器とし、
接近戦では圧倒的
な強さを誇る。ボ
ディーは軽量で、
動きも速い。",114,176,16,,"　孤高の侍“十文
字禅岳”の協力に
よって完成した輪
工房最強の人形。
/c5長槍/c3を武器とし、
接近戦では圧倒的
な強さを誇る。ボ
ディーは軽量で、
動きも速い。"
"RoboDesc.opb","0x41f5","0x1 0x990","/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：十文字型レ
バーで槍を振る。
回転レバーを回す
と広範囲をなぎ払
う槍風車。ボタン
でスピナーショッ
ト。","/c5Car/c3:
  The lever controls speed, and the wheel steers.
/c5Human Form/c3:
  Cross lever: Swings the spear.
  Spinner: Spins the spear.
  Button: Spinner Shot.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：十文字型レ
バーで槍を振る。
回転レバーを回す
と広範囲をなぎ払
う槍風車。ボタン
でスピナーショッ
ト。"
"RoboDesc.opb","0x42bc","0x1 0x9a8","魔槍人形ハーデン","Demonspear Puppet Halden",-1,-1,16,,"Demon Spear Puppet Hardin"
"RoboDesc.opb","0x42cd","0x1 0x9ac","魔槍人形ハーデン","|Demonspear Puppet Halden",124,16,16,,"Demon Spear Puppet Hardin"
"RoboDesc.opb","0x42de","0x1 0x9b8","　長槍人形の改良
型。槍の破壊力が
増しただけでなく、
スピナーショット
も強化された。
　槍風車の熱上昇
率がほんの少しだ
け抑えられている。","　長槍人形の改良
型。槍の破壊力が
増しただけでなく、
スピナーショット
も強化された。
　槍風車の熱上昇
率がほんの少しだ
け抑えられている。",114,176,16,,"　長槍人形の改良
型。槍の破壊力が
増しただけでなく、
スピナーショット
も強化された。
　槍風車の熱上昇
率がほんの少しだ
け抑えられている。"
"RoboDesc.opb","0x436f","0x1 0x9bc","/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：十文字型レ
バーで槍を振る。
回転レバーを回す
と広範囲をなぎ払
う槍風車。ボタン
でスピナーショッ
ト。","/c5Car/c3:
  The lever controls speed, and the wheel steers.
/c5Human Form/c3:
  Cross lever: Swings the spear.
  Spinner: Spins the spear.
  Button: Spinner Shot.",114,176,16,,"/c5車/c3：アクセルレバ
ーを上に倒すと加
速。下で減速。ハ
ンドルで方向転換。
/c5人型/c3：十文字型レ
バーで槍を振る。
回転レバーを回す
と広範囲をなぎ払
う槍風車。ボタン
でスピナーショッ
ト。"
