File,Offset,Pointers,Japanese,English,width,height,lineheight,
opb/PartsDesc.opb,0x9b7b,0x1 0x13c0,設計図44＿Ｂ,Blueprint 44_B,102,14,14,
opb/PartsDesc.opb,0x9b8a,0x1 0x13c4,"電光人形スペクトラＸの設計図

/c5※製作には「設計図44＿Ａ」と
　３８０００Ｇの資金が必要/c3","Blueprints for the Lightning Mech Spectra-X.
/c5* Requires {Blueprint 44_A} and 38000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9beb,0x1 0x13c8,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9c80,0x1 0x13d4,設計図45＿Ｂ,Blueprint 45_B,102,14,14,
opb/PartsDesc.opb,0x9c8f,0x1 0x13d8,"超人形ダイゼスターの設計図

/c5※製作には「設計図45＿Ａ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Super-Mech Daizester.
/c5* Requires {Blueprint 45_A} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9cee,0x1 0x13dc,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9d83,0x1 0x13e8,設計図4６＿Ｂ,Blueprint 46_B,102,14,14,
opb/PartsDesc.opb,0x9d92,0x1 0x13ec,"人形甲虫アヴェルスの設計図

/c5※製作には「設計図4６＿Ａ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Mech Beetle Avelus.
/c5* Requires {Blueprint 46_A} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9df1,0x1 0x13f0,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9e86,0x1 0x13fc,設計図4７＿Ｂ,Blueprint 47_B,102,14,14,
opb/PartsDesc.opb,0x9e95,0x1 0x1400,"裂空剣豪ゴウライの設計図

/c5※製作には「設計図4７＿Ａ」と
　4６5００Ｇの資金が必要/c3","Blueprints for the Sky Splitting Swordsman Gourai.
/c5* Requires {Blueprint 47_A} and 46500 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9ef2,0x1 0x1404,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0x9f87,0x1 0x1410,設計図4８＿Ｂ,Blueprint 48_B,102,14,14,
opb/PartsDesc.opb,0x9f96,0x1 0x1414,"回転銃士ボルガノンの設計図

/c5※製作には「設計図4８＿Ａ」と
　45０００Ｇの資金が必要/c3","Blueprints for the Rotary Sharpshooter Bolganon.
/c5* Requires {Blueprint 48_A} and 45000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0x9ff5,0x1 0x1418,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0xa08a,0x1 0x1424,設計図4９＿Ｂ,Blueprint 49_B,102,14,14,
opb/PartsDesc.opb,0xa099,0x1 0x1428,"核撃人形アトロスαの設計図

/c5※製作には「設計図4９＿Ａ」と
　６００００Ｇの資金が必要/c3","Blueprints for the Nuclear Mech Atros-α.
/c5* Requires {Blueprint 49_A} and 60000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0xa0f8,0x1 0x142c,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0xa18d,0x1 0x1438,設計図5０＿Ｂ,Blueprint 50_B,102,14,14,
opb/PartsDesc.opb,0xa19c,0x1 0x143c,"人形獣帝ライスターの設計図

/c5※製作には「設計図5０＿Ａ」と
　７００００Ｇの資金が必要/c3","Blueprints for the Emperor Beast Listar.
/c5* Requires {Blueprint 50_A} and 70000 G of funds to produce./c3",240,64,16,
opb/PartsDesc.opb,0xa1fb,0x1 0x1440,"　人形の設計図。人形製作に必要な情報
が全て記載されている。人形師が命より
大切にする図面であり、製法の秘密を守
るため上巻下巻に分けて保管される。","　Design for a mech. It details all the information necessary to produce the mech. A diagram that is treasured more than life itself by Puppet Makers, it is divided into two parts to protect the secrets of the manufacturing process.",240,64,16,
opb/PartsDesc.opb,0xa290,0x1 0x144c,火龍水,Fiery Dragon Potion,102,14,14,
opb/PartsDesc.opb,0xa297,0x1 0x1450,"使用すると、すべての人形が完全に整備
された状態となる","When used, all mechs become fully maintained.",240,64,16,
opb/PartsDesc.opb,0xa2ce,0x1 0x1454,"　伝説の薬草から作られたドリンク。飲
むと力がみなぎり、不眠で働き続けるこ
とができる。","　A drink made from legendary herbal plants. When drunk, you'll be reinvigorated, and can continue working without needing to sleep.",240,64,16,
opb/PartsDesc.opb,0xa327,0x1 0x1460,部品箱１,Part Box 1,102,14,14,
opb/PartsDesc.opb,0xa330,0x1 0x1464,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa34b,0x1 0x1468,"　部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing a part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa394,0x1 0x1474,部品箱２,Part Box 2,102,14,14,
opb/PartsDesc.opb,0xa39d,0x1 0x1478,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa3b8,0x1 0x147c,"　部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing a part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa401,0x1 0x1488,特殊部品箱１,Special Part Box 1,102,14,14,
opb/PartsDesc.opb,0xa40e,0x1 0x148c,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa429,0x1 0x1490,"　貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing a valuable part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa478,0x1 0x149c,特殊部品箱２,Special Part Box 2,102,14,14,
opb/PartsDesc.opb,0xa485,0x1 0x14a0,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa4a0,0x1 0x14a4,"　貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing a valuable part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa4ef,0x1 0x14b0,特殊部品箱３,Special Part Box 3,102,14,14,
opb/PartsDesc.opb,0xa4fc,0x1 0x14b4,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa517,0x1 0x14b8,"　貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing a valuable part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa566,0x1 0x14c4,レア部品箱１,Rare Part Box 1,102,14,14,
opb/PartsDesc.opb,0xa573,0x1 0x14c8,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa58e,0x1 0x14cc,"　非常に貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing an uncommon and precious part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa5e3,0x1 0x14d8,レア部品箱２,Rare Part Box 2,102,14,14,
opb/PartsDesc.opb,0xa5f0,0x1 0x14dc,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa60b,0x1 0x14e0,"　非常に貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing an uncommon and precious part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa660,0x1 0x14ec,レア部品箱３,Rare Part Box 3,102,14,14,
opb/PartsDesc.opb,0xa66d,0x1 0x14f0,使用するとパーツが１つ出現,Produces a part when used. ,240,64,16,
opb/PartsDesc.opb,0xa688,0x1 0x14f4,"　非常に貴重な部品の入った箱。
　中に何が入っているかは開けてみるま
でわからない。","　A box containing an uncommon and precious part.
　It's impossible to know what's inside until it's been opened.",240,64,16,
opb/PartsDesc.opb,0xa6dd,0x1 0x1500,宝箱１,Treasure Box 1,102,14,14,
opb/PartsDesc.opb,0xa6e4,0x1 0x1504,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xa73b,0x1 0x1508,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xa798,0x1 0x1514,宝箱２,Treasure Box 2,102,14,14,
opb/PartsDesc.opb,0xa79f,0x1 0x1518,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xa7f6,0x1 0x151c,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xa853,0x1 0x1528,特殊宝箱１,Special Box 1,102,14,14,
opb/PartsDesc.opb,0xa85e,0x1 0x152c,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xa8b5,0x1 0x1530,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xa912,0x1 0x153c,特殊宝箱２,Special Box 2,102,14,14,
opb/PartsDesc.opb,0xa91d,0x1 0x1540,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xa974,0x1 0x1544,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xa9d1,0x1 0x1550,特殊宝箱３,Special Box 3,102,14,14,
opb/PartsDesc.opb,0xa9dc,0x1 0x1554,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xaa33,0x1 0x1558,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xaa90,0x1 0x1564,レア宝箱１,Rare Box 1,102,14,14,
opb/PartsDesc.opb,0xaa9b,0x1 0x1568,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xaaf2,0x1 0x156c,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xab4f,0x1 0x1578,レア宝箱２,Rare Box 2,102,14,14,
opb/PartsDesc.opb,0xab5a,0x1 0x157c,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xabb1,0x1 0x1580,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
opb/PartsDesc.opb,0xac0e,0x1 0x158c,レア宝箱３,Rare Box 3,102,14,14,
opb/PartsDesc.opb,0xac19,0x1 0x1590,"交換することで効果を発揮
/c5※贈った者、贈られた者の双方が
　アイテムを入手できる/c3","Used when trading.
/c5* Both the giver and receiver get an item./c3",240,64,16,
opb/PartsDesc.opb,0xac70,0x1 0x1594,"　封印された箱。１人では開かないが、
２人なら開く。中には貴重な品が２つ入
っているらしい。","　A sealed box. One person alone can't open it, but two can. It seems there are two valuable items inside.",240,64,16,
